price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition
3500,nissan,door,2012,clean vehicle,107734.0,silver,  jn8as5mvxcw706691,167552613,missouri, usa,7 days left
8000,nissan,versa,2018,clean vehicle,53098.0,white,  3n1cn7apxjl802906,167724484,california, usa,2 days left
2000,nissan,door,2012,salvage insurance,159990.0,burgundy,  1n4aa5ap4cc822996,167553965,oklahoma, usa,15 days left
7800,nissan,versa,2018,clean vehicle,51552.0,red,  3n1cn7ap0jl821772,167724487,california, usa,2 days left
8000,nissan,versa,2018,clean vehicle,54692.0,white,  3n1cn7ap5jl830774,167724488,california, usa,2 days left
18500,nissan,frontier,2019,clean vehicle,18611.0,white,  1n6ad0ev0kn768867,167554436,california, usa,8 days left
8000,nissan,versa,2018,clean vehicle,51654.0,blue,  3n1cn7ap1jl822946,167724489,california, usa,2 days left
18300,nissan,frontier,2019,clean vehicle,24046.0,white,  1n6ad0ev8kn726625,167554445,california, usa,8 days left
7500,nissan,versa,2018,clean vehicle,65184.0,red,  3n1cn7ap3jl833592,167724491,california, usa,2 days left
29800,nissan,armada,2019,clean vehicle,37398.0,blue,  jn8ay2ncxk9583031,167554453,california, usa,8 days left
21100,nissan,rogue,2020,clean vehicle,19597.0,silver,  5n1at2mt6lc714032,167725016,south carolina, usa,21 hours left
16200,nissan,rogue,2019,clean vehicle,34122.0,silver,  knmat2mvxkp508886,167554549,california, usa,8 days left
6998,nissan,doors,2015,clean vehicle,43651.0,super black,  1n4az0cp5fc322746,167654203,vermont, usa,11 days left
14700,nissan,rogue,2020,clean vehicle,15387.0,gray,  knmat2mv5lp500471,167743353,pennsylvania, usa,2 days left
19000,nissan,cargo,2020,clean vehicle,264.0,black,  3n6cm0kn9lk693851,167129224,california, usa,7 hours left
7500,nissan,door,2016,clean vehicle,58126.0,black,  1n4al3apxgn356323,167598085,texas, usa,1 days left
7998,nissan,doors,2015,clean vehicle,62921.0,cayenne red,  1n4az0cp2fc306536,167654204,vermont, usa,11 days left
10999,nissan,doors,2015,clean vehicle,43279.0,super black,  1n4az0cp1fc329211,167654205,massachusetts, usa,11 days left
2900,nissan,door,2012,salvage insurance,117844.0,gray,  jn8as5mv0cw412832,167600866,north carolina, usa,8 days left
8495,nissan,doors,2015,clean vehicle,45043.0,morningsky blue,  1n4az0cp6fc322884,167654206,new hampshire, usa,11 days left
19925,nissan,murano,2016,clean vehicle,42837.0,gray,  5n1az2mg7gn100344,167743473,alabama, usa,21 hours left
9500,nissan,sentra,2018,clean vehicle,42782.0,black,  3n1ab7ap3jy262463,167602541,new jersey, usa,2 hours left
12750,nissan,doors,2015,clean vehicle,24629.0,pearl white,  1n4az0cp8fc301146,167654207,massachusetts, usa,11 days left
22800,nissan,door,2015,clean vehicle,35902.0,blue,  1n6ad0ev4fn729804,167743862,alabama, usa,21 hours left
11621,nissan,doors,2015,clean vehicle,12840.0,glacier white,  1n4az0cp0fc326204,167654208,rhode island, usa,11 days left
11590,nissan,doors,2015,clean vehicle,63933.0,cayenne red,  1n4az0cp4fc309194,167654209,new hampshire, usa,11 days left
4700,nissan,door,2012,clean vehicle,100079.0,black,  1n4aa5ap0cc820341,167744352,alabama, usa,21 hours left
11390,nissan,doors,2015,clean vehicle,37953.0,super black,  1n4az0cp7fc314468,167654210,new york, usa,11 days left
14500,nissan,rogue,2017,clean vehicle,8677.0,blue,  knmat2mv8hp540065,167748608,tennessee, usa,4 days left
12000,nissan,rogue,2020,clean vehicle,11583.0,blue,  jn8at2mv7lw102351,167656206,ohio, usa,2 days left
15000,nissan,altima,2020,clean vehicle,14320.0,blue,  1n4bl4cv4lc134145,167656212,ohio, usa,2 days left
7500,nissan,door,2016,clean vehicle,19723.0,black,  3n1ab7ap9gy325347,167750212,georgia, usa,2 hours left
28000,nissan,armada,2018,clean vehicle,29554.0,gray,  jn8ay2nc4j9558303,167750230,pennsylvania, usa,3 days left
17500,nissan,maxima,2018,clean vehicle,39309.0,black,  1n4aa6ap0jc397943,167750233,pennsylvania, usa,2 days left
18000,nissan,maxima,2018,clean vehicle,34951.0,silver,  1n4aa6ap6jc388082,167750241,pennsylvania, usa,3 days left
13200,nissan,sport,2018,clean vehicle,35870.0,black,  jn1bj1cp2jw186856,167750400,pennsylvania, usa,2 days left
17000,nissan,altima,2018,clean vehicle,44423.0,gray,  1n4al3ap1jc191541,167750844,texas, usa,21 hours left
6700,nissan,xterra,2012,clean vehicle,92982.0,black,  5n1an0nu7cc517019,167751124,georgia, usa,20 hours left
23300,nissan,murano,2018,clean vehicle,36844.0,white,  5n1az2mg3jn162296,167751451,texas, usa,21 hours left
26800,nissan,titan,2018,clean vehicle,33605.0,white,  1n6aa1ej0jn540880,167751557,new mexico, usa,21 hours left
18200,nissan,sport,2018,clean vehicle,28009.0,black,  jn1bj1cr5jw269215,167752713,tennessee, usa,21 hours left
18700,nissan,rogue,2018,clean vehicle,41366.0,silver,  5n1at2mv4jc797992,167752721,virginia, usa,21 hours left
12900,nissan,door,2016,clean vehicle,98354.0,red,  1n6ad0ev8gn783236,167612818,new jersey, usa,2 hours left
16000,nissan,rogue,2018,clean vehicle,39598.0,no_color,  knmat2mv5jp602138,167752723,virginia, usa,21 hours left
19400,nissan,rogue,2020,clean vehicle,21009.0,black,  knmat2mvxlp505598,167614823,minnesota, usa,14 hours left
10900,nissan,sentra,2018,clean vehicle,28880.0,silver,  3n1ab7ap5jy332934,167752730,tennessee, usa,21 hours left
15800,nissan,sport,2018,clean vehicle,28626.0,black,  jn1bj1cp4jw195994,167752731,virginia, usa,21 hours left
19800,nissan,rogue,2020,clean vehicle,14850.0,silver,  knmat2mv2lp511637,167614830,minnesota, usa,14 hours left
19000,nissan,rogue,2018,clean vehicle,41096.0,black,  jn8at2mv3jw342140,167752732,virginia, usa,21 hours left
18000,nissan,rogue,2020,clean vehicle,12748.0,black,  jn8at2mt4lw003761,167614833,minnesota, usa,14 hours left
19800,nissan,rogue,2020,clean vehicle,14531.0,blue,  jn8at2mv1lw104855,167614835,minnesota, usa,14 hours left
19700,nissan,rogue,2020,clean vehicle,15931.0,black,  knmat2mv1lp508342,167614836,minnesota, usa,14 hours left
20100,nissan,rogue,2020,clean vehicle,10875.0,blue,  jn8at2mvxlw103235,167614842,minnesota, usa,14 hours left
19700,nissan,frontier,2019,clean vehicle,31172.0,silver,  1n6ad0ev3kn713569,167615503,minnesota, usa,14 hours left
23400,nissan,frontier,2019,clean vehicle,16248.0,white,  1n6ad0ev6kn772552,167615504,minnesota, usa,14 hours left
23300,nissan,frontier,2019,clean vehicle,18137.0,black,  1n6ad0ev4kn776678,167615506,minnesota, usa,14 hours left
17500,nissan,altima,2019,clean vehicle,25664.0,black,  1n4bl4ev6kc195850,167615509,minnesota, usa,14 hours left
17100,nissan,altima,2019,clean vehicle,31026.0,black,  1n4bl4ev5kc113073,167615512,minnesota, usa,14 hours left
15800,nissan,altima,2019,clean vehicle,41287.0,silver,  1n4bl4cv1kc146106,167615513,minnesota, usa,14 hours left
13600,nissan,altima,2019,clean vehicle,43612.0,black,  1n4bl4bv6kc147611,167615514,minnesota, usa,14 hours left
14400,nissan,altima,2019,clean vehicle,29545.0,black,  1n4bl4bv2kc158895,167615515,minnesota, usa,14 hours left
19800,nissan,frontier,2019,clean vehicle,24303.0,silver,  1n6ad0er7kn757187,167615516,minnesota, usa,14 hours left
17200,nissan,altima,2019,clean vehicle,29661.0,gray,  1n4bl4ev9kc174619,167615517,minnesota, usa,14 hours left
20300,nissan,frontier,2019,clean vehicle,18857.0,silver,  1n6ad0ev1kn770708,167615518,minnesota, usa,14 hours left
20500,nissan,frontier,2019,clean vehicle,14470.0,gray,  1n6ad0ev7kn771684,167615521,minnesota, usa,14 hours left
16500,nissan,altima,2019,clean vehicle,42364.0,silver,  1n4bl4ev6kc182600,167615522,minnesota, usa,14 hours left
16000,nissan,altima,2019,clean vehicle,37108.0,black,  1n4bl4cv4kc215340,167615523,minnesota, usa,14 hours left
14600,nissan,altima,2019,clean vehicle,26432.0,blue,  1n4bl4bv3kc205738,167615526,minnesota, usa,14 hours left
16300,nissan,rogue,2019,clean vehicle,24174.0,white,  knmat2mt6kp511315,167615736,minnesota, usa,14 hours left
15400,nissan,sport,2019,clean vehicle,30756.0,silver,  jn1bj1cr6kw314745,167615737,minnesota, usa,14 hours left
15800,nissan,rogue,2019,clean vehicle,32473.0,blue,  knmat2mt5kp510172,167615738,minnesota, usa,14 hours left
15800,nissan,sport,2019,clean vehicle,22947.0,blue,  jn1bj1cr1kw325880,167615740,minnesota, usa,14 hours left
21400,nissan,murano,2018,clean vehicle,17127.0,white,  5n1az2mg6jn171087,167753273,georgia, usa,21 hours left
15300,nissan,kicks,2019,clean vehicle,20793.0,gray,  3n1cp5cu6kl530566,167615741,minnesota, usa,14 hours left
20100,nissan,pathfinder,2019,clean vehicle,32519.0,black,  5n1dr2mm2kc630096,167615742,minnesota, usa,14 hours left
11300,nissan,sentra,2019,clean vehicle,26930.0,gray,  3n1ab7apxky263126,167615743,minnesota, usa,14 hours left
10700,nissan,sentra,2019,clean vehicle,40839.0,black,  3n1ab7ap7ky221626,167615744,minnesota, usa,14 hours left
16000,nissan,rogue,2018,clean vehicle,44732.0,no_color,  jn1butcp0jw1s4309,167753283,south carolina, usa,21 hours left
16600,nissan,rogue,2019,clean vehicle,19292.0,white,  5n1at2mt3kc829542,167615745,minnesota, usa,14 hours left
15800,nissan,sport,2019,clean vehicle,24155.0,gray,  jn1bj1cr4kw315960,167615746,minnesota, usa,14 hours left
11600,nissan,sentra,2019,clean vehicle,33369.0,black,  3n1ab7ap9kl608997,167615747,minnesota, usa,14 hours left
15000,nissan,rogue,2017,clean vehicle,28918.0,red,  jn8at2mv7hw264732,167753299,virginia, usa,21 hours left
17600,nissan,rogue,2019,clean vehicle,21623.0,blue,  knmat2mv3kp536609,167615748,minnesota, usa,14 hours left
36300,nissan,xd,2017,clean vehicle,16224.0,white,  1n6ba1f46hn535299,167753308,virginia, usa,21 hours left
15600,nissan,sport,2019,clean vehicle,26406.0,silver,  jn1bj1cr4kw325341,167615749,minnesota, usa,14 hours left
14000,nissan,rogue,2017,clean vehicle,27790.0,green,  knmat2mv8hp516090,167753310,virginia, usa,21 hours left
16600,nissan,rogue,2019,clean vehicle,19182.0,black,  knmat2mt6kp529541,167615750,minnesota, usa,14 hours left
12600,nissan,sentra,2017,clean vehicle,11837.0,gray,  3n1ab7ap1hy384412,167753312,tennessee, usa,21 hours left
20900,nissan,pathfinder,2019,clean vehicle,21774.0,black,  5n1dr2mm1kc635595,167615751,minnesota, usa,14 hours left
12700,nissan,door,2017,clean vehicle,17738.0,black,  1n4al3apxhc122728,167753319,tennessee, usa,21 hours left
15600,nissan,sport,2019,clean vehicle,27206.0,white,  jn1bj1cr3kw312158,167615752,minnesota, usa,14 hours left
18900,nissan,rogue,2019,clean vehicle,20508.0,silver,  5n1at2mt7kc832007,167615753,minnesota, usa,14 hours left
15700,nissan,sport,2019,clean vehicle,24987.0,blue,  jn1bj1cr6kw323624,167615754,minnesota, usa,14 hours left
21900,nissan,pathfinder,2019,clean vehicle,21273.0,gray,  5n1dr2mm6kc637875,167615755,minnesota, usa,14 hours left
21700,nissan,pathfinder,2019,clean vehicle,23863.0,black,  5n1dr2mm9kc621704,167615756,minnesota, usa,14 hours left
14600,nissan,rogue,2016,clean vehicle,31566.0,gray,  knmat2mv8gp727076,167753610,virginia, usa,21 hours left
12000,nissan,sentra,2019,clean vehicle,25261.0,gray,  3n1ab7ap2ky279224,167615757,minnesota, usa,14 hours left
21000,nissan,pathfinder,2019,clean vehicle,20628.0,silver,  5n1dr2mm3kc636893,167615758,minnesota, usa,14 hours left
12500,nissan,door,2017,clean vehicle,48765.0,blue,  1n4al3ap5hc144474,167754110,pennsylvania, usa,2 days left
15900,nissan,rogue,2019,clean vehicle,30645.0,silver,  knmat2mt9kp518680,167615759,minnesota, usa,14 hours left
11800,nissan,door,2017,clean vehicle,60158.0,red,  1n4al3ap1hc129888,167754120,pennsylvania, usa,3 days left
9900,nissan,versa,2019,clean vehicle,39985.0,blue,  3n1cn7ap9kl804020,167615760,minnesota, usa,14 hours left
10600,nissan,sentra,2018,clean vehicle,39208.0,black,  3n1ab7ap6jl660439,167615915,minnesota, usa,14 hours left
10100,nissan,sentra,2018,clean vehicle,45080.0,black,  3n1ab7ap1jy239344,167615916,minnesota, usa,14 hours left
13300,nissan,sport,2018,clean vehicle,39247.0,gray,  jn1bj1cr7jw262489,167615917,minnesota, usa,14 hours left
10100,nissan,sentra,2018,clean vehicle,46382.0,white,  3n1ab7ap7jy308330,167615920,minnesota, usa,14 hours left
10300,nissan,sentra,2018,clean vehicle,39893.0,black,  3n1ab7ap4jy297769,167615921,minnesota, usa,14 hours left
10300,nissan,sentra,2018,clean vehicle,41203.0,gray,  3n1ab7ap7jy307016,167615924,minnesota, usa,14 hours left
10300,nissan,sentra,2018,clean vehicle,40648.0,blue,  3n1ab7ap1jy308971,167615929,minnesota, usa,14 hours left
24000,nissan,murano,2018,clean vehicle,31551.0,gray,  5n1az2mhxjn157718,167615931,minnesota, usa,14 hours left
10400,nissan,sentra,2018,clean vehicle,38761.0,gray,  3n1ab7ap0jy322490,167615932,minnesota, usa,14 hours left
10200,nissan,sentra,2018,clean vehicle,42838.0,gray,  3n1ab7ap3jy324878,167615934,minnesota, usa,14 hours left
9500,nissan,versa,2018,clean vehicle,41557.0,blue,  3n1cn7ap6jl823820,167615935,minnesota, usa,14 hours left
10500,nissan,sentra,2018,clean vehicle,41136.0,black,  3n1ab7ap9jl662721,167615936,minnesota, usa,14 hours left
10500,nissan,sentra,2018,clean vehicle,41141.0,silver,  3n1ab7apxjl642008,167615937,minnesota, usa,14 hours left
3500,nissan,door,2016,clean vehicle,115716.0,blue,  1n4al3ap3gn379927,167754978,pennsylvania, usa,2 days left
9300,nissan,versa,2018,clean vehicle,52260.0,black,  3n1cn7ap6jl882723,167615938,minnesota, usa,14 hours left
14100,nissan,rogue,2016,clean vehicle,22041.0,silver,  knmat2mv4gp710291,167755074,pennsylvania, usa,2 days left
2425,nissan,door,2012,salvage insurance,161836.0,black,  jn8af5mr5ct111885,167616381,tennessee, usa,2 days left
925,nissan,door,2012,salvage insurance,83720.0,silver,  jn8as5mt4cw269429,167616386,tennessee, usa,2 days left
11000,nissan,rogue,2016,clean vehicle,37605.0,black,  knmat2mv1gp666895,167755079,pennsylvania, usa,2 days left
11000,nissan,rogue,2016,clean vehicle,63738.0,green,  knmat2mvxgp669049,167755083,pennsylvania, usa,18 hours left
2100,nissan,door,2013,salvage insurance,155704.0,silver,  5n1ar2mn3dc619753,167616437,tennessee, usa,2 days left
800,nissan,door,2012,salvage insurance,234792.0,black,  1n4al2ap9cc190456,167617515,florida, usa,2 days left
20400,nissan,pathfinder,2018,clean vehicle,24143.0,silver,  5n1dr2mn2jc625942,167755645,south carolina, usa,21 hours left
375,nissan,door,2017,salvage insurance,1.0,red,  3n1ce2cp0hl360793,167619908,north carolina, usa,2 days left
3000,nissan,door,2015,clean vehicle,132655.0,beige,  1n4al3ap4fn890836,167755716,pennsylvania, usa,2 days left
15100,nissan,rogue,2017,clean vehicle,28079.0,gray,  5n1at2mt7hc846000,167756005,south carolina, usa,21 hours left
4000,nissan,door,2015,salvage insurance,74906.0,silver,  3n1ab7ap9fl684869,167600173,north carolina, usa,8 days left
19500,nissan,door,2017,clean vehicle,53155.0,gray,  1n4aa6ap1hc373256,167756070,south carolina, usa,21 hours left
22600,nissan,titan,2017,clean vehicle,94258.0,gray,  1n6aa1e66hn506500,167756217,south carolina, usa,21 hours left
6500,nissan,door,2014,clean vehicle,65620.0,white,  5n1at2mv7ec872853,167756750,pennsylvania, usa,2 hours left
11800,nissan,door,2012,clean vehicle,92878.0,gray,  5n1aa0nc6cn602411,167757923,pennsylvania, usa,2 days left
20500,nissan,pathfinder,2017,clean vehicle,25918.0,white,  5n1dr2mm1hc690282,167760073,missouri, usa,4 days left
14200,nissan,rogue,2018,clean vehicle,37830.0,black,  knmat2mt9jp601489,167760120,ohio, usa,21 hours left
22000,nissan,frontier,2018,clean vehicle,13875.0,white,  1n6dd0ev1jn706650,167760125,ohio, usa,21 hours left
16200,nissan,frontier,2018,clean vehicle,6024.0,silver,  1n6bd0ct2jn715379,167760126,ohio, usa,21 hours left
4800,nissan,door,2016,salvage insurance,76789.0,gray,  1n4al3apxgn304206,167612538,texas, usa,17 hours left
16000,nissan,sport,2018,clean vehicle,30409.0,black,  jn1bj1cr2jw289275,167760153,ohio, usa,21 hours left
14300,nissan,sport,2018,clean vehicle,44864.0,gray,  jn1bj1cr3jw263168,167760154,ohio, usa,21 hours left
16800,nissan,pathfinder,2019,clean vehicle,42397.0,silver,  5n1dr2mn9kc600778,167715808,florida, usa,21 hours left
11900,nissan,sentra,2018,clean vehicle,16778.0,gray,  3n1ab7ap8jl635929,167760156,ohio, usa,21 hours left
3000,nissan,door,2015,salvage insurance,99767.0,gray,  3n1ab7ap5fy313713,167615607,south carolina, usa,2 days left
15000,nissan,rogue,2019,clean vehicle,34692.0,gray,  knmat2mt8kp524910,167715810,florida, usa,21 hours left
15200,nissan,rogue,2019,clean vehicle,30721.0,gray,  knmat2mt6kp525148,167715816,florida, usa,21 hours left
18000,nissan,door,2017,clean vehicle,53376.0,black,  1n4aa6apxhc456376,167760480,ohio, usa,21 hours left
22700,nissan,nvp,2016,clean vehicle,21282.0,white,  5bzbf0aa5gn855028,167760621,ohio, usa,21 hours left
3800,nissan,door,2015,clean vehicle,81699.0,blue,  3n1ab7ap8fy311793,167761429,texas, usa,5 days left
5475,nissan,door,2018,salvage insurance,33048.0,black,  1n4al3ap6jc271871,167623074,connecticut, usa,2 days left
11400,nissan,sentra,2018,clean vehicle,10372.0,blue,  3n1ab7apxjy272844,167761650,illinois, usa,21 hours left
28100,nissan,pathfinder,2018,clean vehicle,8889.0,silver,  5n1dr2mm3jc651473,167761668,illinois, usa,21 hours left
3500,nissan,sentra,2017,clean vehicle,127780.0,gray,  3n1ab7ap2hy357557,167761839,illinois, usa,21 hours left
15200,nissan,murano,2016,clean vehicle,59640.0,orange,  5n1az2mg0gn147411,167761998,illinois, usa,21 hours left
1950,nissan,door,2015,salvage insurance,83975.0,blue,  3n1ce2cp7fl440279,167631651,california, usa,2 days left
13400,nissan,rogue,2016,clean vehicle,46178.0,black,  knmat2mv3gp680121,167762003,illinois, usa,21 hours left
12500,nissan,altima,2018,clean vehicle,34460.0,gray,  1n4al3ap1jc193208,167762095,florida, usa,2 days left
16500,nissan,pathfinder,2018,clean vehicle,30594.0,black,  5n1dr2mm9jc667726,167762096,florida, usa,21 hours left
16500,nissan,pathfinder,2018,clean vehicle,39817.0,silver,  5n1dr2mm3jc649500,167762097,florida, usa,21 hours left
16500,nissan,pathfinder,2018,clean vehicle,40419.0,black,  5n1dr2mm9jc649808,167762098,florida, usa,21 hours left
13900,nissan,rogue,2018,clean vehicle,35493.0,black,  knmat2mt1jp582050,167762099,florida, usa,2 days left
13900,nissan,rogue,2018,clean vehicle,37073.0,gray,  knmat2mt6jp582724,167762100,florida, usa,21 hours left
1500,nissan,door,2013,salvage insurance,98384.0,black,  3n1ab7ap9dl691012,167652464,maryland, usa,3 days left
16500,nissan,pathfinder,2018,clean vehicle,34640.0,white,  5n1dr2mm5jc631645,167762101,florida, usa,21 hours left
13900,nissan,rogue,2018,clean vehicle,38760.0,white,  knmat2mt7jp582084,167762102,florida, usa,21 hours left
16500,nissan,pathfinder,2018,clean vehicle,34841.0,black,  5n1dr2mm0jc631567,167762103,florida, usa,2 days left
13900,nissan,rogue,2018,clean vehicle,35065.0,gray,  5n1at2mt8jc761351,167762104,florida, usa,2 days left
12400,nissan,altima,2018,clean vehicle,37741.0,black,  1n4al3apxjc193322,167762105,florida, usa,21 hours left
13000,nissan,altima,2018,clean vehicle,27488.0,gray,  1n4al3ap4jc153320,167762106,florida, usa,21 hours left
16500,nissan,pathfinder,2018,clean vehicle,37452.0,gray,  5n1dr2mm2jc632610,167762107,florida, usa,21 hours left
13900,nissan,rogue,2018,clean vehicle,39797.0,black,  knmat2mt2jp581604,167762108,florida, usa,21 hours left
16500,nissan,pathfinder,2018,clean vehicle,36714.0,black,  5n1dr2mm8jc627265,167762109,florida, usa,21 hours left
13900,nissan,rogue,2018,clean vehicle,36207.0,black,  5n1at2mt3jc761242,167762110,florida, usa,21 hours left
13900,nissan,rogue,2018,clean vehicle,38563.0,black,  knmat2mt4jp581457,167762111,florida, usa,21 hours left
13900,nissan,rogue,2018,clean vehicle,39885.0,silver,  5n1at2mt4jc764747,167762112,florida, usa,21 hours left
12100,nissan,altima,2018,clean vehicle,41852.0,silver,  1n4al3apxjc159820,167762113,florida, usa,21 hours left
16500,nissan,pathfinder,2018,clean vehicle,39454.0,silver,  5n1dr2mm6jc650009,167762116,florida, usa,21 hours left
16500,nissan,pathfinder,2018,clean vehicle,40203.0,blue,  5n1dr2mm3jc657841,167762117,florida, usa,21 hours left
13900,nissan,rogue,2018,clean vehicle,34547.0,white,  knmat2mtxjp581687,167762118,florida, usa,21 hours left
3700,nissan,door,2015,clean vehicle,75858.0,silver,  3n1ab7ap4fy228278,167762173,illinois, usa,2 days left
18800,nissan,pathfinder,2019,clean vehicle,31123.0,white,  5n1dr2mn9kc620299,167717945,north carolina, usa,21 hours left
9200,nissan,versa,2018,clean vehicle,33808.0,black,  3n1cn7ap3jl883781,167762207,florida, usa,2 days left
30100,nissan,titan,2019,clean vehicle,30599.0,black,  1n6aa1e56kn519701,167718010,north carolina, usa,21 hours left
9200,nissan,versa,2018,clean vehicle,33931.0,black,  3n1cn7ap5jl882616,167762208,florida, usa,2 days left
11100,nissan,sentra,2019,clean vehicle,40359.0,black,  3n1ab7apxkl613545,167718011,north carolina, usa,21 hours left
13900,nissan,rogue,2018,clean vehicle,44313.0,white,  knmat2mt8jp581980,167762209,florida, usa,21 hours left
9100,nissan,versa,2018,clean vehicle,33078.0,black,  3n1cn7ap0jl882846,167762210,florida, usa,21 hours left
22800,nissan,frontier,2019,clean vehicle,24320.0,black,  1n6ad0evxkn714086,167722343,illinois, usa,21 hours left
13900,nissan,rogue,2018,clean vehicle,42502.0,black,  knmat2mt3jp582048,167762211,florida, usa,21 hours left
12600,nissan,altima,2019,clean vehicle,33497.0,gray,  1n4bl4cv1kc171832,167722410,california, usa,1 days left
9200,nissan,versa,2018,clean vehicle,39577.0,silver,  3n1cn7ap7jl883833,167762212,florida, usa,2 days left
12100,nissan,altima,2019,clean vehicle,36974.0,gray,  1n4bl4cv8kc157345,167722413,california, usa,1 days left
9200,nissan,versa,2018,clean vehicle,41220.0,black,  3n1cn7ap6jl883130,167762213,florida, usa,21 hours left
2300,nissan,frontier,2019,clean vehicle,1.0,silver,  1n6ad0ev9kn786557,167722414,california, usa,1 days left
13900,nissan,rogue,2018,clean vehicle,41539.0,black,  knmat2mt4jp581250,167762214,florida, usa,21 hours left
9500,nissan,sentra,2019,clean vehicle,19646.0,black,  3n1ab7ap4ky350343,167722605,california, usa,1 days left
13900,nissan,rogue,2018,clean vehicle,39924.0,white,  knmat2mt6jp582092,167762218,florida, usa,21 hours left
1700,nissan,note,2019,clean vehicle,33279.0,red,  3n1ce2cp0kl363331,167722697,california, usa,1 days left
13900,nissan,rogue,2018,clean vehicle,40259.0,gray,  knmat2mt9jp582734,167762219,florida, usa,21 hours left
10400,nissan,sentra,2019,clean vehicle,25264.0,blue,  3n1ab7ap4ky323241,167722702,california, usa,1 days left
9200,nissan,versa,2018,clean vehicle,35677.0,black,  3n1cn7ap7jl882312,167762221,florida, usa,21 hours left
7400,nissan,versa,2019,clean vehicle,35511.0,black,  3n1cn7ap5kl841811,167722706,california, usa,1 days left
9200,nissan,versa,2018,clean vehicle,33027.0,black,  3n1cn7ap0jl883768,167762224,florida, usa,21 hours left
7800,nissan,versa,2019,clean vehicle,23609.0,red,  3n1cn7ap9kl880319,167722715,california, usa,1 days left
9200,nissan,versa,2018,clean vehicle,34553.0,silver,  3n1cn7ap5jl884088,167762225,florida, usa,21 hours left
9200,nissan,versa,2018,clean vehicle,31594.0,silver,  3n1cn7ap9jl884191,167762226,florida, usa,21 hours left
9200,nissan,versa,2018,clean vehicle,32557.0,black,  3n1cn7ap3jl883263,167762227,florida, usa,2 days left
9200,nissan,versa,2018,clean vehicle,31371.0,silver,  3n1cn7ap4jl884311,167762228,florida, usa,21 hours left
